交易所简码,股票代码,实际控制人,实际控制人控股比例
SH,600862,中国航空工业集团有限公司,41.86
SH,600863,中国华能集团有限公司,
SH,600864,哈尔滨市人民政府国有资产监督管理委员会,
SH,600865,陈夏鑫,4.5
SH,600866,广东省人民政府,
SH,600867,李一奎,0.57
SH,600868,,
SH,600869,蒋锡培,0.06
SH,600871,中国石化集团公司,56.51
SH,600872,姚振华,
SH,600873,"何君,王爱军,孟庆山",32.2367
SH,600874,天津市人民政府国有资产监督管理委员会,
SH,600875,国务院国有资产监督管理委员会,
SH,600876,中国建材集团有限公司,
SH,600877,国务院国有资产监督管理委员会,
SH,600879,中国航天科技集团有限公司,
SH,600880,成都市国有资产监督管理委员会,
SH,600881,长春市人民政府国有资产监督管理委员会,9.08
SH,600882,,
SH,600883,王绥义,
SH,600884,郑永刚,
SH,600885,郭满金,
SH,600886,国务院国有资产监督管理委员会,
SH,600887,,
SH,600888,张新,
SH,600889,南京市人民政府国有资产监督管理委员会,
SH,600892,周镇科,27.95
SH,600893,中国航空发动机集团有限公司,45.79
SH,600894,广州市人民政府国有资产监督管理委员会,
SH,600895,上海市浦东新区国有资产监督管理委员会,
SH,600897,厦门市国有资产监督管理委员会,
SH,600898,黄光裕,
SH,600900,国务院国有资产监督管理委员会,
SH,600901,江苏省国有资产监督管理委员会,
SH,600903,刘江,
SH,600905,国务院国有资产监督管理委员会,
SH,600906,河北省人民政府国有资产监督管理委员会,
SH,600908,,
SH,600909,安徽省人民政府国有资产监督管理委员会,
SH,600916,国务院国有资产监督管理委员会,
SH,600917,国务院国有资产监督管理委员会,
SH,600918,山东省人民政府国有资产监督管理委员会,
SH,600919,,
SH,600925,江苏省人民政府,
SH,600926,,
SH,600927,浙江省财政厅,
SH,600928,西安市人民政府财政局,
SH,600929,湖南省人民政府国有资产监督管理委员会,
SH,600933,张建成,8.28
SH,600935,安徽省人民政府国有资产监督管理委员会,
SH,600936,广西广播电视台,27.84
SH,600938,中国海洋石油集团有限公司,
SH,600939,重庆市国有资产监督管理委员会,
SH,600941,中国移动通信集团有限公司,0.12
SH,600955,"薄立安,赵宝民,张尧宗,张吉奎,袁崇敬,徐云亭,魏玉东,王守业,王海峰,索树城,李玉生,李秀民,郭兆年,郭建国,陈敏华,陈国玉",11.51
SH,600956,河北省人民政府国有资产监督管理委员会,
SH,600958,,
SH,600959,江苏省人民政府,
SH,600960,北京市人民政府国有资产监督管理委员会,
SH,600961,中国五矿集团有限公司,
SH,600962,国务院国有资产监督管理委员会,
SH,600963,中国诚通控股集团有限公司,
SH,600965,"李福成,李高生",18.03
SH,600966,黄志源,
SH,600967,中国兵器工业集团有限公司,
SH,600968,中国海洋石油集团有限公司,79.84
SH,600969,郴州市人民政府,
SH,600970,国务院国有资产监督管理委员会,
SH,600971,安徽省国有资产监督管理委员会,
SH,600973,中国航空工业集团有限公司,
SH,600975,湖南省人民政府国有资产监督管理委员会,
SH,600976,"汪力成,浙江立成实业有限公司",
SH,600977,中国电影集团公司,67.36
SH,600979,四川省广安市广安区人民政府,
SH,600980,国务院国有资产监督管理委员会,
SH,600981,江苏省人民政府国有资产监督管理委员会,
SH,600982,宁波市人民政府国有资产监督管理委员会,
SH,600983,"梁惠强,梁昭贤",
SH,600984,陕西煤业化工集团有限责任公司,29.58
SH,600985,安徽省人民政府国有资产监督管理委员会,
SH,600986,浙江省财政厅,
SH,600987,杭州萧山航民村资产经营中心,
SH,600988,李金阳,11.44
SH,600989,党彦宝,7.53
SH,600990,中国电子科技集团有限公司,
SH,600992,贵州省国有资产监督管理委员会,
SH,600993,,
SH,600995,国务院国有资产监督管理委员会,
SH,600996,中共贵州省委宣传部,
SH,600997,河北省人民政府国有资产监督管理委员会,
SH,600998,刘宝林,
SH,600999,招商局集团有限公司,
SH,601000,河北省人民政府国有资产监督管理委员会,
SH,601001,山西省国有资产监督管理委员会,
SH,601002,"蔡晋彰,蔡雯婷,蔡永龙,蔡林玉华",
SH,601003,广西壮族自治区国有资产监督管理委员会,
SH,601005,中国宝武钢铁集团有限公司,1.46
SH,601006,中国国家铁路集团有限公司,
SH,601007,江苏省人民政府国有资产监督管理委员会,
SH,601008,连云港市国有资产管理委员会,
SH,601009,,
SH,601010,薛健,
SH,601011,焦云,4.56
SH,601012,"李喜燕,李振国",19.1
SH,601015,李保平,2.32
SH,601016,国务院国有资产监督委员会,
SH,601018,浙江省人民政府国有资产监督管理委员会,
SH,601019,山东出版集团有限公司,78.38
SH,601020,刘建军,
SH,601021,王正华,
SH,601022,浙江省人民政府国有资产监督管理委员会,
SH,601028,济南高新技术产业开发区管理委员会,
SH,601038,中国机械工业集团有限公司,
SH,601058,袁仲雪,7.16
SH,601059,中华人民共和国财政部,
SH,601061,中国中信集团有限公司,
SH,601065,江西省国有资产监督管理委员会,
SH,601066,,
SH,601068,国务院国有资产监督管理委员会,
SH,601069,新疆维吾尔自治区人民政府国有资产监督管委员会,
SH,601077,,
SH,601086,"张春芳,张国芳",63.05
SH,601088,国务院国有资产监督管理委员会,
SH,601089,胡柏藩,
SH,601098,湖南省人民政府,
SH,601099,,
SH,601100,"钱佩新,汪奇,汪立平",
SH,601101,北京市人民政府国有资产监督管理委员会,
SH,601106,国务院国有资产监督管理委员会,
SH,601107,四川省人民政府国有资产监督管理委员会,
SH,601108,浙江省财政厅,
SH,601111,国务院国有资产监督管理委员会,
SH,601113,郑期中,
SH,601116,陈念慈,1.69
SH,601117,国务院国有资产监督管理委员会,
SH,601118,海南省政府国有资产监督管理委员会,
SH,601121,新疆维吾尔自治区人民政府国有资产监督管理委员会,
SH,601126,"王绪昭,杨奇逊",1.32
SH,601127,张兴海,
SH,601128,,
SH,601133,过建廷,19.14
SH,601136,北京市人民政府国有资产监督管理委员会,
SH,601137,谢识才,
SH,601138,,
SH,601139,深圳市人民政府国有资产监督管理委员会,40.1
SH,601155,王振华,
SH,601156,中国东方航空集团有限公司,
SH,601158,重庆市国有资产监督管理委员会,
SH,601162,湖北省财政厅,
SH,601163,丁木,1.74
SH,601166,,
SH,601168,青海省国有资产监督管理委员会,
SH,601169,,
SH,601177,杭州市萧山区财政局(杭州市萧山区人民政府国有资产监督管理办公室),
SH,601179,国务院国有资产监督管理委员会,
SH,601186,国务院国有资产监督管理委员会,
SH,601187,,
SH,601188,黑龙江省人民政府国有资产监督管理委员会,
SH,601198,中华人民共和国财政部,
SH,601199,江阴市公有资产经营有限公司,23.18
SH,601200,上海市国有资产监督管理委员会,
SH,601208,熊海涛,2.01
SH,601211,上海国际集团有限公司,7.66
SH,601212,,
SH,601216,杜江涛,31.95
SH,601218,包士金,21.98
SH,601222,陆永华,3.88
SH,601225,陕西省人民政府国有资产监督管理委员会,
SH,601226,国务院国有资产监督管理委员会,
SH,601228,广州市国有资产监督管理委员会,
SH,601229,,
SH,601231,"张洪本,张虔生",
SH,601233,陈士良,4.42
SH,601236,中国烟草总公司,
SH,601238,广州市人民政府国有资产监督管理委员会,
SH,601258,黄继宏,
SH,601279,"陈榕煖,林臻吟,林上炜,林上琦,林启彬",
SH,601288,,
SH,601298,山东省人民政府国有资产监督管理委员会,
SH,601311,刘国本,23.73
SH,601318,,
SH,601319,中华人民共和国财政部,60.84
SH,601326,河北省人民政府国有资产监督管理委员会,
SH,601328,,
SH,601330,北京市国有资产经营有限责任公司,42.63
SH,601333,中国国家铁路集团有限公司,
SH,601336,,
SH,601339,"杨卫国,杨卫新",25.96
SH,601360,周鸿祎,11.49
SH,601366,"徐恭藻,赵钦霞,徐瑞泽",3.7
SH,601368,南宁市人民政府国有资产监督管理委员会,
SH,601369,西安市人民政府国有资产监督管理委员会,
SH,601375,河南省财政厅,
SH,601377,福建省财政厅,20.44
SH,601388,黄崇胜,1.73
SH,601390,国务院国有资产监督管理委员会,
SH,601398,中国投资有限责任公司,
SH,601399,中国机械工业集团有限公司,47.15
SH,601456,无锡市人民政府国有资产监督管理委员会,
SH,601500,"顾萃,刘连红,周海江,周海燕,周耀庭",0.87
SH,601512,苏州工业园区国有资本投资运营控股有限公司,
SH,601515,"黄炳文,黄晓佳,黄晓鹏",1.96
SH,601518,吉林省交通运输厅,
SH,601519,张长虹,33.64
SH,601528,,
SH,601555,苏州国际发展集团有限公司,23.81
SH,601566,林聪颖,
SH,601567,"何意菊,郑坚江",12.69
SH,601568,陕西省人民政府国有资产监督管理委员会,
SH,601577,,
SH,601579,方朝阳,
SH,601588,北京市人民政府国有资产监督管理委员会,
SH,601595,上海市国有资产监督管理委员会,
SH,601598,招商局集团有限公司,21.94
SH,601599,浙江省财政厅,
SH,601600,国务院国有资产监督管理委员会,
SH,601601,,
SH,601606,安徽省人民政府国有资产监督管理委员会,
SH,601607,上海市国有资产监督管理委员会,
SH,601608,中国中信集团有限公司,
SH,601609,"楼城,陆小咪,楼国强",23.46
SH,601611,国务院国有资产监督管理委员会,
SH,601615,"张传卫,吴玲,张瑞",
SH,601616,ZHAO SHU WEN(赵淑文),2.68
SH,601618,国务院国有资产监督管理委员会,
SH,601619,陈波,1.1
SH,601628,中华人民共和国财政部,
SH,601633,魏建军,
SH,601636,俞其兵,14.21
SH,601658,中国邮政集团有限公司,62.78
SH,601665,,
SH,601666,河南省人民政府国有资产监督管理委员会,
SH,601668,国务院国有资产监督管理委员会,
SH,601669,国务院国有资产监督管理委员会,
SH,601677,马廷义,15.29
SH,601678,,
SH,601686,"陈广岭,朱美华,尹九祥,徐广友,刘振东,李茂津,陈克春",47.42
SH,601688,江苏省人民政府国有资产监督管理委员会,
SH,601689,邬建树,0.65
SH,601696,,
SH,601698,中国航天科技集团有限公司,75.49
SH,601699,山西省人民政府国有资产监督管理委员会,
SH,601700,范建刚,25.25
SH,601702,尤小平,
SH,601717,,
SH,601718,国务院国有资产监督管理委员会,
SH,601727,上海市国有资产监督管理委员会,
SH,601728,国务院国有资产监督管理委员会,
SH,601766,国务院国有资产监督管理委员会,
SH,601777,重庆满江红企业管理有限公司,
SH,601778,"陈康平,李仙华,李仙德",
SH,601788,中华人民共和国国务院,
SH,601789,宁波市人民政府国有资产监督管理委员会,
SH,601798,中国机械工业集团有限公司,7.54
SH,601799,周晓萍,35.89
SH,601800,国务院国有资产监督管理委员会,
SH,601801,安徽省人民政府,
SH,601808,中国海洋石油集团有限公司,50.53
SH,601811,四川省政府国有资产监督管理委员会,
SH,601816,中国国家铁路集团有限公司,
SH,601818,中国投资有限责任公司,
SH,601825,,
SH,601827,重庆市国有资产监督管理委员会,
SH,601828,车建兴,0.01
SH,601838,成都市国有资产监督管理委员会,
SH,601857,国务院国有资产监督管理委员会,
SH,601858,中国科学院控股有限公司,
SH,601860,,
SH,601865,"姜瑾华,赵晓非,阮泽云,阮洪良",52.1136
SH,601866,国务院国有资产监督管理委员会,
SH,601868,国务院国有资产监督管理委员会,
SH,601869,,
SH,601872,招商局集团有限公司,
SH,601877,南存辉,3.45
SH,601878,浙江省交通投资集团有限公司,
SH,601880,招商局集团有限公司,
SH,601881,中央汇金投资有限责任公司,
SH,601882,"钱耀恩,张静章,张静来,张剑鸣",
SH,601886,"富海霞,刘载望",25.53
SH,601888,国务院国有资产监督管理委员会,
SH,601890,"陶安祥,陶兴,陶媛,施建华",35.82
SH,601898,国务院国有资产监督管理委员会,
SH,601899,上杭县财政局,
SH,601900,广东省出版集团有限公司,54.71
SH,601901,,
SH,601908,"范朝霞,冯焕培",16.98
SH,601916,,
SH,601918,国务院国有资产监督管理委员会,
SH,601919,国务院国有资产监督管理委员会,
SH,601921,浙江省人民政府,
SH,601928,江苏省人民政府,
SH,601929,吉林广播电视台,29.79
SH,601933,,
SH,601939,中国投资有限责任公司,
SH,601949,中国出版集团有限公司,68.44
SH,601952,江苏省人民政府国有资产监督管理委员会,
SH,601956,,
SH,601958,陕西有色金属控股集团有限责任公司,
SH,601963,,
SH,601965,国务院国有资产监督管理委员会,
SH,601966,"王锋,张光英,王希成,王琳",
SH,601968,中国宝武钢铁集团有限公司,16.46
SH,601969,郭广昌,
SH,601975,招商局集团有限公司,
SH,601985,国务院国有资产监督管理委员会,
SH,601988,中国投资有限责任公司,
SH,601989,国务院国有资产监督管理委员会,
SH,601990,南京市国有资产投资管理控股(集团)有限责任公司,
SH,601991,国务院国有资产监督管理委员会,
SH,601992,北京市人民政府国有资产监督管理委员会,
SH,601995,,
SH,601996,刘一川,
SH,601997,,
SH,601998,中国中信集团有限公司,
SH,601999,辽宁省人民政府国有资产监督管理委员会,
SH,603000,人民日报社,48.43
SH,603001,王振滔,15.1
SH,603002,"Grace Tsu Han Wong,王文洋",
SH,603003,"刘策,徐增增,刘振光",4.77
SH,603005,,
SH,603006,"吉蔚娣,徐涛明",2.63
SH,603007,肖国强,
SH,603008,陈阿裕,2.09
SH,603009,靳坤,29.8
SH,603010,郭广昌,
SH,603011,严建文,30.02
SH,603012,石良希,
SH,603013,国家开发投资集团有限公司,
SH,603015,"熊钰麟,周珊珊",
SH,603016,无锡市人民政府国有资产监督管理委员会,
SH,603017,冯正功,7.16
SH,603018,,
SH,603019,中国科学院计算技术研究所,
SH,603020,魏中浩,30.53
SH,603021,杨晓宏,
SH,603022,曹文洁,43.09
SH,603023,丽水经济技术开发区管理委员会,
SH,603025,北京市人民政府国有资产监督管理委员会,
SH,603026,青岛西海岸新区国有资产管理局,
